Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
140,Issa Diop,fr FRA,DF,Fulham,25,1997,22.4,28,19,18,9,1,17,32,53.1,15,24,17,7,35,63,86,0,Matches
141,Moussa Djenepo,ml MLI,"DF,FW",Southampton,24,1998,7.9,19,11,13,5,1,11,26,42.3,15,19,2,17,11,30,7,0,Matches
142,Ben Doak,sct SCO,FW,Liverpool,16,2005,0.3,3,2,1,2,0,1,1,100.0,0,1,0,1,0,3,0,0,Matches
143,Matt Doherty,ie IRL,"DF,MF",Tottenham,30,1992,7.4,16,10,12,3,1,8,10,80.0,2,11,6,5,8,24,14,1,Matches
144,Gabriel Dos Santos,br BRA,DF,Arsenal,24,1997,37.9,48,30,29,15,4,18,27,66.7,9,49,26,23,32,80,125,2,Matches
145,Abdoulaye Doucouré,ml MLI,MF,Everton,29,1993,17.0,31,20,9,15,7,12,37,32.4,25,26,3,23,13,44,11,0,Matches
146,Cheick Doucouré,ml MLI,MF,Crystal Palace,22,2000,30.8,77,46,40,33,4,29,52,55.8,23,47,13,34,56,133,48,0,Matches
147,Flynn Downes,eng ENG,MF,West Ham,23,1999,8.5,16,9,4,10,2,6,12,50.0,6,15,2,13,7,23,6,0,Matches
148,Kami Doyle,eng ENG,MF,Southampton,16,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
149,Cody Drameh,eng ENG,DF,Leeds United,20,2001,0.8,5,4,0,4,1,2,3,66.7,1,0,0,0,1,6,1,0,Matches
150,Martin Dúbravka,sk SVK,GK,Newcastle Utd,33,1989,1.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Shane Duffy,ie IRL,"DF,FW",Fulham,30,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
152,Lewis Dunk,eng ENG,DF,Brighton,30,1991,36.0,30,19,19,9,2,18,41,43.9,23,37,27,10,34,64,81,1,Matches
153,Jhon Durán,co COL,"FW,MF",Aston Villa,18,2003,1.5,2,2,0,1,1,1,4,25.0,3,0,0,0,2,4,2,0,Matches
154,Malcolm Ebiowei,eng ENG,"MF,FW",Crystal Palace,18,2003,0.4,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,0,0,Matches
155,Ederson,br BRA,GK,Manchester City,28,1993,35.0,3,1,3,0,0,1,2,50.0,1,0,0,0,1,4,10,2,Matches
156,Odsonne Édouard,fr FRA,FW,Crystal Palace,24,1998,20.0,25,13,7,12,6,7,13,53.8,6,17,5,12,3,28,22,0,Matches
157,Samuel Edozie,eng ENG,"FW,MF",Southampton,19,2003,6.3,17,10,6,10,1,3,8,37.5,5,7,0,7,6,23,6,0,Matches
158,Anthony Elanga,se SWE,FW,Manchester Utd,20,2002,4.7,3,0,0,2,1,1,2,50.0,1,4,0,4,2,5,4,0,Matches
159,Harvey Elliott,eng ENG,"MF,FW",Liverpool,19,2003,17.9,27,18,6,12,9,9,36,25.0,27,26,1,25,15,42,8,0,Matches
160,Mohamed Elneny,eg EGY,MF,Arsenal,30,1992,1.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
161,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,27,1994,24.1,46,28,22,20,4,19,43,44.2,24,40,3,37,27,73,37,0,Matches
162,Emerson,br BRA,DF,Tottenham,23,1999,19.3,54,33,38,12,4,27,40,67.5,13,17,3,14,18,72,75,0,Matches
163,Christian Eriksen,dk DEN,MF,Manchester Utd,30,1992,22.8,22,18,10,7,5,10,32,31.3,22,23,9,14,11,33,20,1,Matches
164,Pervis Estupiñán,ec ECU,DF,Brighton,24,1998,29.7,61,31,36,19,6,35,60,58.3,25,30,8,22,37,98,37,1,Matches
165,Jonny Evans,nir NIR,DF,Leicester City,34,1988,11.7,13,5,12,1,0,7,11,63.6,4,15,11,4,18,31,51,0,Matches
166,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,24,1998,29.3,42,24,17,18,7,18,38,47.4,20,22,0,22,13,55,10,0,Matches
167,Łukasz Fabiański,pl POL,GK,West Ham,37,1985,34.6,2,0,2,0,0,1,2,50.0,1,1,0,1,0,2,10,1,Matches
168,Fabinho,br BRA,MF,Liverpool,28,1993,29.7,65,38,18,40,7,24,62,38.7,38,38,11,27,37,102,40,0,Matches
169,Wout Faes,be BEL,DF,Leicester City,24,1998,31.0,56,33,28,26,2,28,44,63.6,16,53,37,16,41,97,113,2,Matches
170,Felipe,br BRA,DF,Nott'ham Forest,33,1989,15.8,42,23,29,13,0,24,41,58.5,17,34,13,21,36,78,90,0,Matches
171,João Félix,pt POR,"FW,MF",Chelsea,22,1999,10.5,14,7,5,6,3,4,12,33.3,8,3,0,3,1,15,1,1,Matches
172,Evan Ferguson,ie IRL,FW,Brighton,17,2004,10.6,6,3,1,3,2,1,7,14.3,6,11,1,10,2,8,6,0,Matches
173,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,27,1994,36.8,68,42,24,25,19,30,71,42.3,41,37,5,32,25,93,40,1,Matches
174,Enzo Fernández,ar ARG,MF,Chelsea,21,2001,17.2,45,27,25,17,3,21,56,37.5,35,32,2,30,16,61,12,1,Matches
175,Roberto Firmino,br BRA,"FW,MF",Liverpool,30,1991,13.5,17,12,2,12,3,4,21,19.0,17,16,1,15,7,24,2,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Junior Firpo,es ESP,DF,Leeds United,25,1996,15.2,47,25,27,15,5,24,46,52.2,22,23,7,16,24,71,40,0,Matches
177,Phil Foden,eng ENG,FW,Manchester City,22,2000,20.5,16,10,9,5,2,8,19,42.1,11,25,2,23,5,21,12,0,Matches
178,Wesley Fofana,fr FRA,DF,Leicester City,21,2000,2.0,4,2,1,2,1,1,3,33.3,2,1,1,0,9,13,5,0,Matches
179,Wesley Fofana,fr FRA,DF,Chelsea,21,2000,13.1,30,18,19,7,4,13,26,50.0,13,17,10,7,20,50,33,2,Matches
180,Pablo Fornals,es ESP,"FW,MF",West Ham,26,1996,16.7,30,15,9,12,9,13,34,38.2,21,16,2,14,14,44,9,0,Matches
181,Adam Forshaw,eng ENG,MF,Leeds United,30,1991,5.3,12,9,5,7,0,7,17,41.2,10,9,1,8,4,16,2,0,Matches
182,Fraser Forster,eng ENG,GK,Tottenham,34,1988,13.5,1,0,1,0,0,0,0,,0,1,0,1,0,1,3,1,Matches
183,Tyrese Francois,au AUS,FW,Fulham,22,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
184,Ryan Fraser,sct SCO,FW,Newcastle Utd,28,1994,3.5,2,2,0,0,2,2,5,40.0,3,3,1,2,0,2,3,0,Matches
185,Fred,br BRA,MF,Manchester Utd,29,1993,13.9,47,30,24,20,3,15,38,39.5,23,38,2,36,19,66,19,0,Matches
186,Ryan Fredericks,eng ENG,DF,Bournemouth,29,1992,5.9,3,2,2,0,1,1,4,25.0,3,7,2,5,1,4,27,0,Matches
187,Remo Freuler,ch SUI,MF,Nott'ham Forest,30,1992,24.0,43,23,23,15,5,19,43,44.2,24,36,9,27,29,72,45,0,Matches
188,Cody Gakpo,nl NED,"FW,MF",Liverpool,23,1999,16.2,26,15,4,13,9,13,38,34.2,25,13,1,12,4,30,2,0,Matches
189,Conor Gallagher,eng ENG,MF,Chelsea,22,2000,18.0,46,33,17,19,10,10,37,27.0,27,41,10,31,23,69,18,1,Matches
190,Idrissa Gana Gueye,sn SEN,MF,Everton,32,1989,28.6,97,57,49,35,13,31,60,51.7,29,50,12,38,56,153,34,3,Matches
191,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,18,2004,6.3,5,2,2,0,3,1,11,9.1,10,5,0,5,5,10,3,0,Matches
192,James Garner,eng ENG,"MF,DF",Everton,21,2001,8.9,16,13,4,8,4,9,19,47.4,10,9,1,8,12,28,13,0,Matches
193,David de Gea,es ESP,GK,Manchester Utd,31,1990,38.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,15,3,Matches
194,Joe Gelhardt,eng ENG,FW,Leeds United,20,2002,2.4,6,2,1,3,2,3,5,60.0,2,5,0,5,0,6,4,0,Matches
195,Saman Ghoddos,ir IRN,"MF,FW",Brentford,28,1993,1.5,2,1,0,1,1,1,3,33.3,2,5,1,4,4,6,2,0,Matches
196,Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,22,2000,2.0,3,1,3,0,0,2,3,66.7,1,2,0,2,1,4,3,0,Matches
197,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,22,2000,33.0,26,14,7,7,12,11,32,34.4,21,23,4,19,14,40,15,0,Matches
198,Bryan Gil,es ESP,"MF,FW",Tottenham,21,2001,1.6,3,1,3,0,0,0,3,0.0,3,3,0,3,1,4,1,0,Matches
199,Billy Gilmour,sct SCO,MF,Brighton,21,2001,5.6,5,2,2,2,1,2,8,25.0,6,5,2,3,6,11,5,0,Matches
200,Degnand Gnonto,it ITA,"FW,MF",Leeds United,18,2003,15.0,27,17,7,15,5,10,30,33.3,20,24,1,23,5,32,7,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,Ben Godfrey,eng ENG,DF,Everton,24,1998,8.9,20,11,13,5,2,11,29,37.9,18,12,6,6,8,28,33,1,Matches
202,João Gomes,br BRA,MF,Wolves,21,2001,7.3,29,13,14,14,1,13,23,56.5,10,12,3,9,4,33,11,0,Matches
203,Toti Gomes,pt POR,DF,Wolves,23,1999,10.9,15,9,11,4,0,9,13,69.2,4,16,8,8,11,26,51,0,Matches
204,Joe Gomez,eng ENG,DF,Liverpool,25,1997,16.3,28,21,15,11,2,11,19,57.9,8,17,11,6,24,52,51,2,Matches
205,Sergio Gómez,es ESP,"DF,MF",Manchester City,21,2000,3.9,9,4,6,1,2,5,8,62.5,3,5,3,2,2,11,9,1,Matches
206,Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,21,2001,5.4,14,12,5,7,2,9,20,45.0,11,9,1,8,2,16,1,1,Matches
207,Anthony Gordon,eng ENG,FW,Everton,21,2001,12.2,34,22,17,10,7,8,23,34.8,15,19,0,19,4,38,11,0,Matches
208,Demarai Gray,jm JAM,"FW,MF",Everton,26,1996,27.9,33,24,9,14,10,17,31,54.8,14,23,3,20,13,46,18,0,Matches
209,Jack Grealish,eng ENG,FW,Manchester City,26,1995,22.8,25,16,10,12,3,13,22,59.1,9,17,3,14,7,32,9,0,Matches
210,Sam Greenwood,eng ENG,"MF,FW",Leeds United,20,2002,4.7,15,7,7,8,0,8,21,38.1,13,10,2,8,1,16,1,0,Matches
211,Pascal Groß,de GER,"MF,DF",Brighton,31,1991,36.0,59,38,23,27,9,25,55,45.5,30,32,10,22,13,72,21,1,Matches
212,Vicente Guaita,es ESP,GK,Crystal Palace,35,1987,27.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,1,Matches
213,Gonçalo Guedes,pt POR,"FW,MF",Wolves,25,1996,7.9,8,6,4,3,1,5,8,62.5,3,4,0,4,1,9,2,0,Matches
214,Marc Guéhi,eng ENG,DF,Crystal Palace,22,2000,37.0,52,27,39,11,2,26,42,61.9,16,45,24,21,45,97,134,3,Matches
215,Bruno Guimarães,br BRA,MF,Newcastle Utd,24,1997,30.3,78,40,27,46,5,38,65,58.5,27,28,4,24,36,114,22,1,Matches
216,İlkay Gündoğan,de GER,MF,Manchester City,31,1990,26.1,30,18,7,13,10,12,34,35.3,22,18,3,15,20,50,13,0,Matches
217,Darko Gyabi,eng ENG,FW,Leeds United,18,2004,0.1,2,2,1,1,0,0,0,,0,2,0,2,0,2,0,0,Matches
218,Erling Haaland,no NOR,FW,Manchester City,22,2000,30.8,3,2,0,2,1,1,5,20.0,4,12,4,8,3,6,14,0,Matches
219,Lewis Hall,eng ENG,DF,Chelsea,17,2004,7.3,23,12,19,4,0,15,22,68.2,7,8,0,8,11,34,11,1,Matches
220,Luke Harris,wls WAL,"MF,FW",Fulham,17,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
221,Jack Harrison,eng ENG,"FW,MF",Leeds United,25,1996,30.1,41,17,5,15,21,12,52,23.1,40,47,2,45,22,63,25,0,Matches
222,Kai Havertz,de GER,"FW,MF",Chelsea,23,1999,28.5,34,16,4,20,10,10,30,33.3,20,28,0,28,7,41,41,0,Matches
223,Jan Paul van Hecke,nl NED,DF,Brighton,22,2000,3.3,8,6,3,4,1,5,5,100.0,0,8,5,3,6,14,9,0,Matches
224,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,26,1996,12.6,20,9,7,8,5,6,19,31.6,13,18,2,16,5,25,5,0,Matches
225,Dean Henderson,eng ENG,GK,Nott'ham Forest,25,1997,18.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Jordan Henderson,eng ENG,MF,Liverpool,32,1990,23.0,32,23,10,18,4,15,36,41.7,21,21,3,18,21,53,16,1,Matches
227,Wayne Hennessey,wls WAL,GK,Nott'ham Forest,35,1987,3.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Matches
228,Rico Henry,eng ENG,DF,Brentford,25,1997,36.0,57,31,20,28,9,22,41,53.7,19,29,8,21,30,87,84,1,Matches
229,Son Heung-min,kr KOR,"MF,FW",Tottenham,30,1992,32.1,24,12,7,8,9,9,30,30.0,21,23,2,21,13,37,6,0,Matches
230,Aaron Hickey,sct SCO,DF,Brentford,20,2002,21.3,38,26,27,11,0,18,32,56.3,14,18,7,11,17,55,32,1,Matches
231,Jack Hinshelwood,eng ENG,FW,Brighton,17,2005,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
232,Joseph Hodge,ie IRL,MF,Wolves,19,2002,1.9,5,2,1,3,1,3,4,75.0,1,5,0,5,0,5,2,1,Matches
233,Rob Holding,eng ENG,DF,Arsenal,26,1995,6.3,8,5,4,4,0,3,6,50.0,3,6,5,1,3,11,27,1,Matches
234,Mason Holgate,eng ENG,DF,Everton,25,1996,5.6,11,7,8,3,0,3,11,27.3,8,7,3,4,7,18,28,0,Matches
235,Will Hughes,eng ENG,MF,Crystal Palace,27,1995,9.4,29,16,11,16,2,11,20,55.0,9,16,7,9,16,45,9,0,Matches
236,Omari Hutchinson,eng ENG,FW,Chelsea,18,2003,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
237,Pierre Højbjerg,dk DEN,MF,Tottenham,26,1995,34.8,56,30,28,22,6,26,67,38.8,41,46,17,29,49,105,64,1,Matches
238,Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,25,1996,12.5,7,2,0,3,4,3,10,30.0,7,9,1,8,0,7,8,0,Matches
239,Danny Ings,eng ENG,FW,West Ham,30,1992,8.6,9,8,0,4,5,5,14,35.7,9,8,2,6,3,12,5,0,Matches
240,Danny Ings,eng ENG,FW,Aston Villa,30,1992,9.2,10,5,1,6,3,1,6,16.7,5,12,1,11,1,11,11,0,Matches
241,Alexander Isak,se SWE,FW,Newcastle Utd,22,1999,16.9,18,8,4,7,7,10,28,35.7,18,21,2,19,4,22,8,0,Matches
242,Daniel Iversen,dk DEN,GK,Leicester City,25,1997,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1,Matches
243,Alex Iwobi,ng NGA,"MF,FW",Everton,26,1996,37.5,69,37,37,28,4,33,65,50.8,32,41,2,39,25,94,29,0,Matches
244,Daniel James,wls WAL,FW,Leeds United,24,1997,2.2,6,2,1,3,2,3,6,50.0,3,4,0,4,2,8,2,0,Matches
245,Daniel James,wls WAL,FW,Fulham,24,1997,6.9,9,5,4,4,1,4,8,50.0,4,5,1,4,1,10,5,0,Matches
246,Reece James,eng ENG,"DF,MF",Chelsea,22,1999,13.8,31,20,10,18,3,15,19,78.9,4,17,2,15,12,43,23,0,Matches
247,Vitaly Janelt,de GER,"MF,DF",Brentford,24,1998,24.5,54,27,20,24,10,21,49,42.9,28,29,9,20,29,83,26,0,Matches
248,Pontus Jansson,se SWE,DF,Brentford,31,1991,8.0,5,3,4,1,0,3,5,60.0,2,13,9,4,9,14,38,0,Matches
249,Mathias Jensen,dk DEN,MF,Brentford,26,1996,31.1,70,35,28,30,12,34,97,35.1,63,54,5,49,32,102,24,1,Matches
250,Gabriel Jesus,br BRA,FW,Arsenal,25,1997,22.9,33,25,16,8,9,15,31,48.4,16,27,3,24,11,44,15,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Raúl Jiménez,mx MEX,FW,Wolves,31,1991,9.4,9,6,3,5,1,3,6,50.0,3,9,0,9,0,9,8,0,Matches
252,Joelinton,br BRA,"MF,FW",Newcastle Utd,25,1996,29.6,70,49,36,26,8,26,62,41.9,36,52,7,45,48,118,39,0,Matches
253,Ben Johnson,eng ENG,DF,West Ham,22,2000,9.6,20,14,12,4,4,12,18,66.7,6,12,4,8,9,29,28,1,Matches
254,Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,21,2001,32.6,34,20,18,8,8,8,28,28.6,20,30,1,29,5,39,7,1,Matches
255,Sam Johnstone,eng ENG,GK,Crystal Palace,29,1993,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
256,Curtis Jones,eng ENG,MF,Liverpool,21,2001,11.5,34,17,8,12,14,18,31,58.1,13,12,2,10,3,37,9,0,Matches
257,Jorginho,it ITA,MF,Arsenal,30,1991,9.5,18,13,6,10,2,5,24,20.8,19,7,2,5,9,27,8,0,Matches
258,Jorginho,it ITA,MF,Chelsea,30,1991,14.2,42,23,22,14,6,22,46,47.8,24,18,3,15,21,63,7,0,Matches
259,Mateo Joseph,eng ENG,"FW,MF",Leeds United,18,2003,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
260,Diogo Jota,pt POR,FW,Liverpool,25,1996,12.6,23,15,8,8,7,12,37,32.4,25,5,0,5,3,26,11,0,Matches
261,Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,22,2000,4.7,17,11,5,9,3,6,18,33.3,12,9,0,9,2,19,1,0,Matches
262,James Justin,eng ENG,DF,Leicester City,24,1998,13.9,20,18,7,12,1,9,14,64.3,5,24,6,18,15,35,47,0,Matches
263,Mathias Jørgensen,dk DEN,DF,Brentford,32,1990,12.3,17,8,9,8,0,9,21,42.9,12,19,12,7,16,33,39,1,Matches
264,Sasa Kalajdzic,at AUT,FW,Wolves,25,1997,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
265,Boubacar Kamara,fr FRA,MF,Aston Villa,22,1999,19.7,58,25,25,23,10,27,56,48.2,29,38,12,26,19,77,24,2,Matches
266,Harry Kane,eng ENG,FW,Tottenham,29,1993,37.8,15,12,1,6,8,7,21,33.3,14,27,7,20,2,17,18,0,Matches
267,N'Golo Kanté,fr FRA,MF,Chelsea,31,1991,5.8,16,10,4,10,2,4,8,50.0,4,11,0,11,6,22,2,0,Matches
268,Michael Keane,eng ENG,DF,Everton,29,1993,10.9,7,4,5,2,0,5,8,62.5,3,12,7,5,14,21,55,1,Matches
269,Neeskens Kebano,cd COD,FW,Fulham,30,1992,8.5,17,9,8,6,3,9,17,52.9,8,14,0,14,1,18,8,0,Matches
270,Thilo Kehrer,de GER,DF,West Ham,25,1996,24.8,43,24,25,14,4,21,44,47.7,23,16,6,10,34,77,76,1,Matches
271,Naby Keïta,gn GUI,MF,Liverpool,27,1995,3.3,5,4,2,3,0,1,4,25.0,3,1,0,1,2,7,3,0,Matches
272,Caoimhín Kelleher,ie IRL,GK,Liverpool,23,1998,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
273,Lloyd Kelly,eng ENG,DF,Bournemouth,23,1998,22.7,33,18,23,9,1,13,19,68.4,6,26,15,11,26,59,101,1,Matches
274,Max Kilman,eng ENG,DF,Wolves,25,1997,36.7,36,20,26,9,1,16,30,53.3,14,70,42,28,19,55,164,1,Matches
275,Jakub Kiwior,pl POL,DF,Arsenal,22,2000,4.7,7,5,6,1,0,5,8,62.5,3,5,3,2,6,13,10,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Mateusz Klich,pl POL,"MF,FW",Leeds United,32,1990,3.1,12,8,3,4,5,7,13,53.8,6,4,0,4,0,12,1,0,Matches
277,Robin Koch,de GER,DF,Leeds United,26,1996,35.3,53,30,32,16,5,24,56,42.9,32,44,21,23,43,96,152,1,Matches
278,Ibrahima Konaté,fr FRA,DF,Liverpool,23,1999,17.2,38,26,25,13,0,16,27,59.3,11,12,5,7,26,64,61,4,Matches
279,Ezri Konsa,eng ENG,DF,Aston Villa,24,1997,36.9,42,20,25,15,2,18,26,69.2,8,41,23,18,26,68,120,3,Matches
280,Kalidou Koulibaly,sn SEN,DF,Chelsea,31,1991,20.0,45,31,34,8,3,26,40,65.0,14,30,13,17,29,74,77,0,Matches
281,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,32,1989,9.8,29,21,18,8,3,9,13,69.2,4,14,2,12,10,39,24,0,Matches
